x_value,axis_metric,class1_BER,class1_FER,class2_BER,class2_FER,full_BER,full_FER,uncoded_BER,average_channel_power,applied_signal_power_dbm,measured_signal_power_dbm,noise_power_dbm,noise_variance_per_sample,snr_db,ebn0_db,carrier_to_noise_db,symbol_rate_hz,bit_rate_hz,outage_rate
-118.0,dbm,0.3464170559978943,1.0,0.20793029325963458,1.0,0.3048710271764164,1.0,0.20714614726590774,1.0,-118.0,-118.0,-106.62485094253907,2.1752786921070493e-14,-11.375149057460925,-2.914634197245129,-11.37514905746093,271002.7100271003,154519.0890505396,0.0
-117.0,dbm,0.29222872935447786,1.0,0.17864271457085829,1.0,0.258152924919392,1.0,0.1812857800881753,1.0,-117.0,-117.0,-106.62485094253907,2.1752786921070493e-14,-10.37514905746091,-1.9146341972451153,-10.37514905746093,271002.7100271003,154519.0890505396,0.0
-116.0,dbm,0.21206488122655787,1.0,0.15158145247965607,1.0,0.19391985260248734,1.0,0.15315522800552742,1.0,-116.0,-116.0,-106.62485094253907,2.1752786921070493e-14,-9.375149057460915,-0.9146341972451193,-9.37514905746093,271002.7100271003,154519.0890505396,0.0
-115.0,dbm,0.12984470619201158,0.9940119760479041,0.12363734070320896,1.0,0.1279824965453708,1.0,0.12900572481410805,1.0,-115.0,-115.0,-106.62485094253907,2.1752786921070493e-14,-8.375149057460915,0.0853658027548807,-8.37514905746093,271002.7100271003,154519.0890505396,0.0
-114.0,dbm,0.0555134520651762,0.8793103448275862,0.09626436781609195,1.0,0.06773872679045093,1.0,0.10071681192370847,1.0,-114.0,-114.0,-106.62485094253907,2.1752786921070493e-14,-7.375149057460917,1.0853658027548756,-7.375149057460931,271002.71002710034,154519.0890505396,0.0
-113.0,dbm,0.020326895326895328,0.5303030303030303,0.07397694897694898,0.9974747474747475,0.036421911421911424,1.0,0.07524420024420024,1.0,-113.0,-113.0,-106.62485094253906,2.1752786921070493e-14,-6.375149057460919,2.085365802754873,-6.375149057460931,271002.71002710034,154519.0890505396,0.0
-112.0,dbm,0.00457086017430845,0.1896551724137931,0.04882294429708223,0.9806034482758621,0.017846485411140582,0.9870689655172413,0.054376657824933686,1.0,-112.0,-112.0,-106.62485094253907,2.175278692107049e-14,-5.3751490574609075,3.085365802754885,-5.375149057460931,271002.7100271004,154519.0890505396,0.0
-111.0,dbm,0.0010743446497636442,0.05772811918063315,0.031728978656352956,0.9031657355679702,0.010270734851740439,0.9031657355679702,0.03773507684122209,1.0,-111.0,-111.0,-106.62485094253907,2.1752786921070496e-14,-4.37514905746091,4.085365802754882,-4.375149057460931,271002.71002710034,154519.0890505396,0.0
-110.0,dbm,5.9445963619070264e-05,0.0061823802163833074,0.0197955058851504,0.7697063369397218,0.005980263940078469,0.7697063369397218,0.02289518827385906,1.0,-110.0,-110.0,-106.62485094253907,2.1752786921070493e-14,-3.375149057460916,5.085365802754879,-3.3751490574609306,271002.7100271003,154519.0890505396,0.0
