x_value,axis_metric,class1_BER,class1_FER,class2_BfER,class2_FER,full_BER,full_FER,uncoded_BER,average_channel_power,applied_signal_power_dbm,measured_signal_power_dbm,noise_power_dbm,noise_variance_per_sample,snr_db,ebn0_db,carrier_to_noise_db,symbol_rate_hz,bit_rate_hz,outage_rate
-2.914634197245129,ebn0_db,0.446551951042969,1.0,0.35701673575925075,1.0,0.41969138645785353,1.0,0.1786372310324406,1.0,-118.0,-118.0,-106.62485094253907,2.1752786921070493e-14,-11.375149057460925,-2.914634197245129,-11.37514905746093,271002.7100271003,154519.0890505396,0.0
-1.9146341972451153,ebn0_db,0.4078436533526354,1.0,0.30991862428988176,1.0,0.3784661446338093,1.0,0.15611633875106928,1.0,-117.0,-117.0,-106.62485094253907,2.1752786921070493e-14,-10.37514905746091,-1.9146341972451153,-10.37514905746093,271002.7100271003,154519.0890505396,0.0
-0.9146341972451193,ebn0_db,0.342765019411726,1.0,0.26216797174881007,1.0,0.31858590511285123,1.0,0.1311443047969994,1.0,-116.0,-116.0,-106.62485094253907,2.1752786921070493e-14,-9.375149057460915,-0.9146341972451193,-9.37514905746093,271002.7100271003,154519.0890505396,0.0
0.08536580275487926,ebn0_db,0.24254787129038627,1.0,0.21998311070167356,1.0,0.23577844311377247,1.0,0.10827794959531487,1.0,-115.0,-115.0,-106.62485094253907,2.1752786921070493e-14,-8.375149057460916,0.08536580275487926,-8.37514905746093,271002.7100271003,154519.0890505396,0.0
1.0853658027548754,ebn0_db,0.13377640323748108,0.9940119760479041,0.17680024566252112,1.0,0.14668355596499308,1.0,0.08570770546818451,1.0,-114.0,-114.0,-106.62485094253907,2.1752786921070493e-14,-7.375149057460917,1.0853658027548754,-7.375149057460931,271002.7100271003,154519.0890505396,0.0
2.0853658027548727,ebn0_db,0.0493428140486964,0.803921568627451,0.13610572434101845,1.0,0.07537168713639301,1.0,0.06801182011266045,1.0,-113.0,-113.0,-106.62485094253906,2.1752786921070493e-14,-6.375149057460919,2.0853658027548727,-6.375149057460931,271002.71002710034,154519.0890505396,0.0
3.0853658027548856,ebn0_db,0.010844418739155582,0.3923444976076555,0.10029444239970556,1.0,0.037679425837320576,1.0,0.04909564120090436,1.0,-112.0,-112.0,-106.62485094253907,2.175278692107049e-14,-5.3751490574609075,3.0853658027548856,-5.375149057460931,271002.71002710034,154519.0890505396,0.0
4.085365802754881,ebn0_db,0.0013736263736263737,0.08541666666666667,0.07409188034188034,1.0,0.023189102564102563,1.0,0.03453525641025641,1.0,-111.0,-111.0,-106.62485094253907,2.175278692107049e-14,-4.37514905746091,4.085365802754881,-4.375149057460931,271002.7100271004,154519.08905053962,0.0
5.085365802754879,ebn0_db,4.360718646432932e-05,0.003968253968253968,0.04741554741554742,0.9900793650793651,0.014255189255189255,0.9900793650793651,0.022762951334379906,1.0,-110.0,-110.0,-106.62485094253908,2.175278692107049e-14,-3.375149057460916,5.085365802754879,-3.3751490574609306,271002.7100271004,154519.0890505396,0.0
6.085365802754873,ebn0_db,,,0.02906295410865795,0.9140767824497258,0.008718886232597384,0.9140767824497258,0.013851778934045844,1.0,-109.0,-109.0,-106.62485094253907,2.1752786921070496e-14,-2.37514905746092,6.085365802754873,-2.3751490574609306,271002.7100271003,154519.08905053962,0.0
7.085365802754872,ebn0_db,,,0.015453811555760581,0.6956521739130435,0.004636143466728174,0.6956521739130435,0.008006985518229896,1.0,-108.0,-108.0,-106.62485094253906,2.1752786921070493e-14,-1.3751490574609215,7.085365802754872,-1.3751490574609306,271002.71002710034,154519.0890505396,0.0
8.085365802754886,ebn0_db,,,0.007400146080805751,0.4512743628185907,0.0022200438242417253,0.4512743628185907,0.00393759164373857,1.0,-107.0,-107.0,-106.62485094253906,2.1752786921070493e-14,-0.37514905746090654,8.085365802754886,-0.37514905746093063,271002.71002710034,154519.0890505396,0.0
9.085365802754879,ebn0_db,,,0.003171491177488179,0.22638680659670166,0.0009514473532464537,0.22638680659670166,0.0015404385719228297,1.0,-106.0,-106.0,-106.62485094253906,2.1752786921070493e-14,0.6248509425390875,9.085365802754879,0.6248509425390694,271002.71002710034,154519.0890505396,0.0
10.085365802754879,ebn0_db,,,0.0008649521393149579,0.06296851574212893,0.00025948564179448735,0.06296851574212893,0.0005683971201212581,1.0,-105.0,-105.0,-106.62485094253906,2.1752786921070493e-14,1.6248509425390858,10.085365802754879,1.6248509425390694,271002.71002710034,154519.0890505396,0.0
11.085365802754877,ebn0_db,,,0.0003844231730288702,0.029985007496251874,0.00011532695190866105,0.029985007496251874,0.00014827750959684992,1.0,-104.0,-104.0,-106.62485094253906,2.1752786921070493e-14,2.6248509425390822,11.085365802754877,2.6248509425390694,271002.71002710034,154519.0890505396,0.0
12.08536580275487,ebn0_db,,,7.688463460577404e-05,0.005997001499250375,2.306539038173221e-05,0.005997001499250375,2.4712918266141653e-05,1.0,-103.0,-103.0,-106.62485094253906,2.1752786921070493e-14,3.6248509425390774,12.08536580275487,3.6248509425390694,271002.71002710034,154519.0890505396,0.0
