x_value,axis_metric,class1_BER,class1_FER,class2_BER,class2_FER,full_BER,full_FER,uncoded_BER,average_channel_power,applied_signal_power_dbm,measured_signal_power_dbm,noise_power_dbm,noise_variance_per_sample,snr_db,ebn0_db,carrier_to_noise_db,symbol_rate_hz,bit_rate_hz,outage_rate
7.085365802754871,ebn0_db,0.08375888817065287,0.9470588235294117,0.10558069381598793,0.9970588235294118,0.0903054298642534,1.0,0.06244343891402715,1.0,-108.0,-108.0,-106.62485094253907,2.1752786921070493e-14,-1.3751490574609215,7.085365802754871,-1.3751490574609306,271002.71002710034,154519.0890505396,0.0
8.085365802754886,ebn0_db,0.03130692836575189,0.6737967914438503,0.08172219936925819,1.0,0.04643150966680378,1.0,0.04751131221719457,1.0,-107.0,-107.0,-106.62485094253906,2.1752786921070493e-14,-0.3751490574609066,8.085365802754886,-0.37514905746093063,271002.71002710034,154519.0890505396,0.0
9.08536580275488,ebn0_db,0.007281137570669865,0.27616926503340755,0.05259551139283879,0.9755011135857461,0.02087544971732054,0.977728285077951,0.031596465894906875,1.0,-106.0,-106.0,-106.62485094253906,2.175278692107049e-14,0.6248509425390874,9.08536580275488,0.6248509425390694,271002.7100271004,154519.08905053962,0.0
10.08536580275488,ebn0_db,0.0009087870304600342,0.043726235741444866,0.032660622014234184,0.9277566539923955,0.010434337525592278,0.9296577946768061,0.02024401454059249,1.0,-105.0,-105.0,-106.62485094253907,2.175278692107049e-14,1.624850942539086,10.08536580275488,1.6248509425390694,271002.71002710034,154519.0890505396,0.0
11.085365802754877,ebn0_db,0.00012094823415578132,0.006289308176100629,0.019210611191743266,0.7830188679245284,0.005847847121432027,0.7845911949685535,0.011619669638537562,1.0,-104.0,-104.0,-106.62485094253907,2.1752786921070493e-14,2.6248509425390822,11.085365802754877,2.6248509425390694,271002.71002710034,154519.0890505396,0.0
12.08536580275487,ebn0_db,,,0.009822012070887632,0.5247376311844077,0.00294660362126629,0.5247376311844077,0.006137041369425177,1.0,-103.0,-103.0,-106.62485094253906,2.1752786921070493e-14,3.6248509425390774,12.08536580275487,3.6248509425390694,271002.71002710034,154519.0890505396,0.0
13.08536580275489,ebn0_db,,,0.004286318379271903,0.29235382308845576,0.0012858955137815707,0.29235382308845576,0.0026937080910094404,1.0,-102.0,-102.0,-106.62485094253906,2.1752786921070493e-14,4.624850942539092,13.08536580275489,4.624850942539069,271002.71002710034,154519.0890505396,0.0
14.085365802754884,ebn0_db,,,0.0018260100718871333,0.13193403298350825,0.00054780302156614,0.13193403298350825,0.0010297049277559023,1.0,-101.0,-101.0,-106.62485094253906,2.1752786921070493e-14,5.62485094253909,14.085365802754884,5.624850942539069,271002.71002710034,154519.0890505396,0.0
15.085365802754884,ebn0_db,,,0.0004036443316803137,0.029985007496251874,0.00012109329950409411,0.029985007496251874,0.00032950557688188873,1.0,-100.0,-100.0,-106.62485094253906,2.1752786921070493e-14,6.624850942539086,15.085365802754884,6.62485094253907,271002.71002710034,154519.0890505396,0.0
16.085365802754872,ebn0_db,,,1.922115865144351e-05,0.0014992503748125937,5.7663475954330525e-06,0.0014992503748125937,0.00014003987017480272,1.0,-99.0,-99.0,-106.62485094253906,2.1752786921070493e-14,7.624850942539084,16.085365802754872,7.62485094253907,271002.71002710034,154519.0890505396,0.0
