x_value,axis_metric,class1_BER,class1_FER,class2_BEfR,class2_FER,full_BER,full_FER,uncoded_BER,average_channel_power,applied_signal_power_dbm,measured_signal_power_dbm,noise_power_dbm,noise_variance_per_sample,snr_db,ebn0_db,carrier_to_noise_db,symbol_rate_hz,bit_rate_hz,outage_rate
-2.914634197245129,ebn0_db,0.39882871619398563,1.0,0.2410179640718563,1.0,0.35148549055734685,1.0,0.18378627360663288,1.0,-118.0,-118.0,-106.62485094253907,2.1752786921070493e-14,-11.375149057460925,-2.914634197245129,-11.37514905746093,271002.7100271003,154519.0890505396,0.0
-1.9146341972451153,ebn0_db,0.3635585970915312,1.0,0.2103869184707508,1.0,0.3176070935052971,1.0,0.15702112258998485,1.0,-117.0,-117.0,-106.62485094253907,2.1752786921070493e-14,-10.37514905746091,-1.9146341972451153,-10.37514905746093,271002.7100271003,154519.0890505396,0.0
-0.9146341972451193,ebn0_db,0.3107192208988616,1.0,0.1837478888377092,1.0,0.2726278212805159,1.0,0.13257550832401133,1.0,-116.0,-116.0,-106.62485094253907,2.1752786921070493e-14,-9.375149057460915,-0.9146341972451193,-9.37514905746093,271002.7100271003,154519.0890505396,0.0
0.08536580275487896,ebn0_db,0.2378594459432783,1.0,0.15852909565484416,1.0,0.21406034085674805,1.0,0.11058103573073633,1.0,-115.0,-115.0,-106.62485094253907,2.1752786921070493e-14,-8.375149057460916,0.08536580275487896,-8.37514905746093,271002.7100271003,154519.0890505396,0.0
1.0853658027548754,ebn0_db,0.1605415542541291,1.0,0.12912636265929678,1.0,0.1511169967756794,1.0,0.08679344607488321,1.0,-114.0,-114.0,-106.62485094253907,2.1752786921070493e-14,-7.375149057460917,1.0853658027548754,-7.375149057460931,271002.7100271003,154519.0890505396,0.0
2.085365802754873,ebn0_db,0.07706809319712546,0.9325513196480938,0.09831566283179187,1.0,0.08344236408752538,1.0,0.06640134059488899,1.0,-113.0,-113.0,-106.62485094253907,2.1752786921070493e-14,-6.37514905746092,2.085365802754873,-6.375149057460931,271002.71002710034,154519.0890505396,0.0
3.0853658027548856,ebn0_db,0.03054472409311119,0.6908602150537635,0.07623380204025365,0.9973118279569892,0.04425144747725393,1.0,0.04921422663358147,1.0,-112.0,-112.0,-106.62485094253907,2.1752786921070493e-14,-5.375149057460908,3.0853658027548856,-5.375149057460931,271002.71002710034,154519.0890505396,0.0
4.085365802754881,ebn0_db,0.00867752936718454,0.31264367816091954,0.055791335101679926,0.993103448275862,0.022811671087533156,0.9954022988505747,0.034129089301503095,1.0,-111.0,-111.0,-106.62485094253906,2.1752786921070493e-14,-4.375149057460909,4.085365802754881,-4.375149057460931,271002.71002710034,154519.0890505396,0.0
5.085365802754878,ebn0_db,0.0012546508609500736,0.06496062992125984,0.03783060771249747,0.9507874015748031,0.012227437916414294,0.9547244094488189,0.023611231288396643,1.0,-110.0,-110.0,-106.62485094253907,2.1752786921070493e-14,-3.375149057460916,5.085365802754878,-3.3751490574609306,271002.71002710034,154519.0890505396,0.0
6.085365802754873,ebn0_db,0.00033620225927918234,0.017482517482517484,0.025349650349650348,0.8636363636363636,0.007840236686390533,0.8671328671328671,0.013717052178590641,1.0,-109.0,-109.0,-106.62485094253907,2.1752786921070496e-14,-2.3751490574609195,6.085365802754873,-2.3751490574609306,271002.71002710034,154519.08905053962,0.0
7.085365802754872,ebn0_db,9.06140336425194e-05,0.004497751124437781,0.012243878060969516,0.6326836581709145,0.003736593241840618,0.6341829085457271,0.008006985518229896,1.0,-108.0,-108.0,-106.62485094253906,2.1752786921070493e-14,-1.3751490574609215,7.085365802754872,-1.3751490574609306,271002.71002710034,154519.0890505396,0.0
8.085365802754886,ebn0_db,,,0.006400645830930689,0.4032983508245877,0.0019201937492792065,0.4032983508245877,0.003624561345700776,1.0,-107.0,-107.0,-106.62485094253906,2.1752786921070493e-14,-0.3751490574609066,8.085365802754886,-0.37514905746093063,271002.71002710034,154519.0890505396,0.0
9.085365802754879,ebn0_db,,,0.0026332987352477607,0.1934032983508246,0.0007899896205743282,0.1934032983508246,0.0017463795574740103,1.0,-106.0,-106.0,-106.62485094253906,2.1752786921070493e-14,0.6248509425390875,9.085365802754879,0.6248509425390694,271002.71002710034,154519.0890505396,0.0
10.085365802754879,ebn0_db,,,0.001057163725829393,0.07796101949025487,0.0003171491177488179,0.07796101949025487,0.00046954544705669145,1.0,-105.0,-105.0,-106.62485094253906,2.1752786921070493e-14,1.6248509425390858,10.085365802754879,1.6248509425390694,271002.71002710034,154519.0890505396,0.0
11.085365802754877,ebn0_db,,,0.00015376926921154807,0.01199400299850075,4.613078076346442e-05,0.01199400299850075,0.00014827750959684992,1.0,-104.0,-104.0,-106.62485094253906,2.1752786921070493e-14,2.6248509425390822,11.085365802754877,2.6248509425390694,271002.71002710034,154519.0890505396,0.0
12.08536580275487,ebn0_db,,,5.766347595433053e-05,0.004497751124437781,1.7299042786299157e-05,0.004497751124437781,4.9425836532283306e-05,1.0,-103.0,-103.0,-106.62485094253906,2.1752786921070493e-14,3.6248509425390774,12.08536580275487,3.6248509425390694,271002.71002710034,154519.0890505396,0.0
