x_value,axis_metric,header_BER,header_FER,data_BER,data_FER,full_BER,full_FER,uncoded_BER,average_channel_power,applied_signal_power_dbm,measured_signal_power_dbm,noise_power_dbm,noise_variance_per_sample,snr_db,ebn0_db,carrier_to_noise_db,symbol_rate_hz,bit_rate_hz,outage_rate
-1.96636357864749,ebn0_db,0.43352517289742226,0.9955022488755623,0.48882300422822295,1.0,0.4806209335523626,1.0,0.16704550950331287,1.0,-118.0,-118.0,-106.62485094253906,2.1752786921070493e-14,-11.375149057460925,-1.96636357864749,-11.37514905746093,271002.71002710034,124209.57542908759,0.0
-0.9663635786474759,ebn0_db,0.3965759055955893,0.9760119940029985,0.49017906776948605,1.0,0.4762953451503913,1.0,0.14044590607921845,1.0,-117.0,-117.0,-106.62485094253906,2.1752786921070493e-14,-10.375149057460908,-0.9663635786474759,-10.37514905746093,271002.71002710034,124209.57542908759,0.0
0.03363642135252043,ebn0_db,0.34289306959423516,0.9070464767616192,0.48018125768576386,1.0,0.4598179379209917,1.0,0.11984330415437443,1.0,-116.0,-116.0,-106.62485094253906,2.1752786921070493e-14,-9.375149057460913,0.03363642135252043,-9.37514905746093,271002.71002710034,124209.57542908759,0.0
1.0336364213525187,ebn0_db,0.2643033322048653,0.7766116941529235,0.4519481832117649,1.0,0.4241156933494975,1.0,0.0969192822943367,1.0,-115.0,-115.0,-106.62485094253906,2.1752786921070493e-14,-8.375149057460916,1.0336364213525187,-8.37514905746093,271002.71002710034,124209.57542908759,0.0
2.033636421352515,ebn0_db,0.1432509551675775,0.4782608695652174,0.38666340986809966,0.9835082458770614,0.3505591701756777,0.9895052473763118,0.07738066450645645,1.0,-114.0,-114.0,-106.62485094253906,2.1752786921070493e-14,-7.375149057460916,2.033636421352515,-7.37514905746093,271002.71002710034,124209.57542908759,0.0
3.0336364213525133,ebn0_db,0.058567490448324225,0.21739130434782608,0.254400889442919,0.7541229385307346,0.22535383026190253,0.8035982008995503,0.05402137640856991,1.0,-113.0,-113.0,-106.62485094253906,2.1752786921070493e-14,-6.375149057460919,3.0336364213525133,-6.37514905746093,271002.71002710034,124209.57542908759,0.0
4.033636421352525,ebn0_db,0.012477632151666102,0.0704647676161919,0.08252615265401007,0.32983508245877063,0.07213618071347101,0.3748125937031484,0.043720075446147894,1.0,-112.0,-112.0,-106.62485094253906,2.1752786921070493e-14,-5.375149057460908,4.033636421352525,-5.375149057460931,271002.71002710034,124209.57542908759,0.0
5.033636421352523,ebn0_db,0.001402524544179523,0.01199400299850075,0.005483213449455048,0.03298350824587706,0.004877943803218009,0.044977511244377814,0.028340668375489673,1.0,-111.0,-111.0,-106.62485094253906,2.1752786921070493e-14,-4.37514905746091,5.033636421352523,-4.375149057460931,271002.71002710034,124209.57542908759,0.0
6.033636421352519,ebn0_db,,,0.0008422754914677493,0.004497751124437781,0.0007173446769438247,0.004497751124437781,0.019925521110412535,1.0,-110.0,-110.0,-106.62485094253906,2.1752786921070493e-14,-3.3751490574609155,6.033636421352519,-3.3751490574609306,271002.71002710034,124209.57542908759,0.0
7.033636421352512,ebn0_db,,,,,,,0.009914397639889733,1.0,-109.0,-109.0,-106.62485094253906,2.1752786921070493e-14,-2.3751490574609195,7.033636421352512,-2.3751490574609306,271002.71002710034,124209.57542908759,0.0
